,sensor_id_temperature,sensor_type_temperature,location_temperature,lat_temperature,lon_temperature,timestamp_new,value_type_temperature,value_temperature,sensor_id_humidity,sensor_type_humidity,location_humidity,lat_humidity,lon_humidity,value_type_humidity,value_humidity,sensor_id_P1,sensor_type_P1,location_P1,lat_P1,lon_P1,value_type_P1,value_P1,sensor_id_P2,sensor_type_P2,location_P2,lat_P2,lon_P2,value_type_P2,value_P2
81,145,DHT22,3528,-0.286,36.067,2023-02-04 07:59:04+00:00,temperature,26,145,DHT22,3528,-0.286,36.067,humidity,46,144.0,SDS011,3528.0,-0.286,36.067,P1,12.0,144.0,SDS011,3528.0,-0.286,36.067,P2,3.0
82,145,DHT22,3528,-0.286,36.067,2023-02-04 08:01:44+00:00,temperature,27,145,DHT22,3528,-0.286,36.067,humidity,47,144.0,SDS011,3528.0,-0.286,36.067,P1,25.0,144.0,SDS011,3528.0,-0.286,36.067,P2,7.0
83,145,DHT22,3528,-0.286,36.067,2023-02-04 08:04:23+00:00,temperature,27,145,DHT22,3528,-0.286,36.067,humidity,47,144.0,SDS011,3528.0,-0.286,36.067,P1,15.0,144.0,SDS011,3528.0,-0.286,36.067,P2,5.0
84,145,DHT22,3528,-0.286,36.067,2023-02-04 08:07:04+00:00,temperature,27,145,DHT22,3528,-0.286,36.067,humidity,49,144.0,SDS011,3528.0,-0.286,36.067,P1,11.0,144.0,SDS011,3528.0,-0.286,36.067,P2,3.0
85,145,DHT22,3528,-0.286,36.067,2023-02-04 08:09:43+00:00,temperature,27,145,DHT22,3528,-0.286,36.067,humidity,46,,,,,,,,,,,,,,
86,145,DHT22,3528,-0.286,36.067,2023-02-04 08:12:24+00:00,temperature,28,145,DHT22,3528,-0.286,36.067,humidity,48,144.0,SDS011,3528.0,-0.286,36.067,P1,4.0,144.0,SDS011,3528.0,-0.286,36.067,P2,3.0
87,145,DHT22,3528,-0.286,36.067,2023-02-04 08:15:04+00:00,temperature,28,145,DHT22,3528,-0.286,36.067,humidity,49,144.0,SDS011,3528.0,-0.286,36.067,P1,29.0,144.0,SDS011,3528.0,-0.286,36.067,P2,7.0
88,145,DHT22,3528,-0.286,36.067,2023-02-04 08:17:45+00:00,temperature,28,145,DHT22,3528,-0.286,36.067,humidity,52,144.0,SDS011,3528.0,-0.286,36.067,P1,19.0,144.0,SDS011,3528.0,-0.286,36.067,P2,4.0
89,145,DHT22,3528,-0.286,36.067,2023-02-04 08:20:24+00:00,temperature,29,145,DHT22,3528,-0.286,36.067,humidity,50,144.0,SDS011,3528.0,-0.286,36.067,P1,5.0,144.0,SDS011,3528.0,-0.286,36.067,P2,3.0
90,145,DHT22,3528,-0.286,36.067,2023-02-04 08:23:06+00:00,temperature,29,145,DHT22,3528,-0.286,36.067,humidity,43,,,,,,,,,,,,,,
91,145,DHT22,3528,-0.286,36.067,2023-02-04 08:25:45+00:00,temperature,29,145,DHT22,3528,-0.286,36.067,humidity,40,144.0,SDS011,3528.0,-0.286,36.067,P1,2.0,144.0,SDS011,3528.0,-0.286,36.067,P2,2.0
92,145,DHT22,3528,-0.286,36.067,2023-02-04 08:28:25+00:00,temperature,29,145,DHT22,3528,-0.286,36.067,humidity,41,144.0,SDS011,3528.0,-0.286,36.067,P1,5.0,144.0,SDS011,3528.0,-0.286,36.067,P2,2.0
